HypercubeGrid-PT-C5K3P3B15,T
HypertorusGrid-PT-d2k1p8b00,F
HypertorusGrid-PT-d3k3p2b06,T
HypertorusGrid-PT-d4k3p2b08,T
HypertorusGrid-PT-d5k3p2b10,T
IBM319-PT-none,T
IBM5964-PT-none,T
IBM703-PT-none,T
IBMB2S565S3960-PT-none,T
IOTPpurchase-PT-C01M01P01D01,F
IOTPpurchase-PT-C12M10P15D17,F
JoinFreeModules-PT-0003,F
JoinFreeModules-PT-0004,T
JoinFreeModules-PT-0005,T
JoinFreeModules-PT-0010,F
JoinFreeModules-PT-0020,F
JoinFreeModules-PT-0050,F
JoinFreeModules-PT-0100,F
Kanban-PT-0005,F
Kanban-PT-0500,F
Kanban-PT-1000,F
LamportFastMutEx-COL-2,F
LamportFastMutEx-PT-2,F
MAPK-PT-008,F
MAPK-PT-320,F
MultiwaySync-PT-none,F
NeighborGrid-PT-d2n3m1c12,F
NeighborGrid-PT-d2n3m1t12,F
NeighborGrid-PT-d3n3m1t11,F
NeighborGrid-PT-d4n3m2c23,F
NeighborGrid-PT-d5n4m1t35,F
NeoElection-COL-2,T
NeoElection-COL-6,T
NeoElection-COL-7,T
NeoElection-COL-8,T
NeoElection-PT-2,T
NeoElection-PT-6,T
NeoElection-PT-7,T
NeoElection-PT-8,T
PaceMaker-PT-none,F
ParamProductionCell-PT-0,F
ParamProductionCell-PT-5,F
Parking-PT-104,T
Parking-PT-864,T
PermAdmissibility-COL-01,T
PermAdmissibility-COL-02,T
PermAdmissibility-COL-10,T
PermAdmissibility-COL-20,T
PermAdmissibility-COL-50,T
PermAdmissibility-PT-01,T
PermAdmissibility-PT-02,T
PermAdmissibility-PT-05,T
PermAdmissibility-PT-10,T
PermAdmissibility-PT-20,T
PermAdmissibility-PT-50,T
Peterson-COL-2,F
Peterson-COL-4,F
Peterson-PT-2,F
Peterson-PT-4,F
PhaseVariation-PT-D02CS010,T
PhaseVariation-PT-D10CS010,T
PhaseVariation-PT-D10CS100,T
PhaseVariation-PT-D20CS010,T
PhaseVariation-PT-D20CS100,T
PhaseVariation-PT-D30CS010,T
PhaseVariation-PT-D30CS100,T
Philosophers-COL-000005,T
Philosophers-COL-005000,T
Philosophers-COL-010000,T
PhilosophersDyn-COL-03,T
PhilosophersDyn-COL-20,T
PhilosophersDyn-PT-03,T
PhilosophersDyn-PT-20,T
Philosophers-PT-000005,T
Philosophers-PT-010000,T
Planning-PT-none,F
PolyORBLF-COL-S02J04T06,T
PolyORBLF-COL-S02J06T08,T
PolyORBLF-COL-S02J06T10,T
PolyORBLF-COL-S04J04T06,T
PolyORBLF-COL-S04J04T08,T
PolyORBLF-COL-S04J04T10,T
PolyORBLF-COL-S04J06T06,T
PolyORBLF-COL-S04J06T08,T
PolyORBLF-COL-S04J06T10,T
PolyORBLF-COL-S06J04T04,T
PolyORBLF-COL-S06J04T06,T
PolyORBLF-COL-S06J04T08,T
PolyORBLF-COL-S06J06T04,T
PolyORBLF-COL-S06J06T06,T
PolyORBLF-COL-S06J06T08,T
PolyORBLF-PT-S02J04T06,T
PolyORBLF-PT-S02J06T08,T
PolyORBLF-PT-S02J06T10,T
PolyORBLF-PT-S04J04T06,T
PolyORBLF-PT-S04J04T08,T
PolyORBLF-PT-S04J04T10,T
PolyORBLF-PT-S04J06T06,T
PolyORBLF-PT-S04J06T08,T
PolyORBLF-PT-S04J06T10,T
PolyORBLF-PT-S06J04T04,T
PolyORBLF-PT-S06J04T06,T
PolyORBLF-PT-S06J04T08,T
PolyORBLF-PT-S06J06T04,T
PolyORBLF-PT-S06J06T06,T
PolyORBLF-PT-S06J06T08,T
PolyORBNT-COL-S05J20,T
PolyORBNT-COL-S05J30,T
PolyORBNT-COL-S05J40,T
PolyORBNT-COL-S05J60,T
PolyORBNT-COL-S05J80,T
PolyORBNT-COL-S10J20,T
PolyORBNT-COL-S10J30,T
PolyORBNT-COL-S10J40,T
PolyORBNT-COL-S10J60,T
PolyORBNT-COL-S10J80,T
PolyORBNT-PT-S05J20,T
PolyORBNT-PT-S05J30,T
PolyORBNT-PT-S05J40,T
PolyORBNT-PT-S05J60,T
PolyORBNT-PT-S05J80,T
PolyORBNT-PT-S10J20,T
PolyORBNT-PT-S10J30,T
PolyORBNT-PT-S10J40,T
PolyORBNT-PT-S10J60,T
PolyORBNT-PT-S10J80,T
ProductionCell-PT-none,F
QuasiCertifProtocol-COL-02,T
QuasiCertifProtocol-COL-10,T
QuasiCertifProtocol-COL-18,T
QuasiCertifProtocol-COL-22,T
QuasiCertifProtocol-COL-28,T
QuasiCertifProtocol-COL-32,T
QuasiCertifProtocol-PT-02,T
QuasiCertifProtocol-PT-10,T
QuasiCertifProtocol-PT-18,T
QuasiCertifProtocol-PT-22,T
QuasiCertifProtocol-PT-28,T
QuasiCertifProtocol-PT-32,T
Raft-PT-02,F
Raft-PT-08,F
Raft-PT-09,F
Raft-PT-10,F
Railroad-PT-005,F
Railroad-PT-020,F
Referendum-COL-0010,T
Referendum-COL-0015,T
Referendum-COL-0020,T
Referendum-COL-0050,T
Referendum-COL-0100,T
Referendum-COL-0200,T
Referendum-COL-0500,T
Referendum-COL-1000,T
Referendum-PT-0010,T
Referendum-PT-0015,T
Referendum-PT-0020,T
Referendum-PT-0050,T
Referendum-PT-0100,T
Referendum-PT-0200,T
Referendum-PT-0500,T
Referendum-PT-1000,T
ResAllocation-PT-R003C010,T
ResAllocation-PT-R003C015,T
ResAllocation-PT-R003C020,T
ResAllocation-PT-R003C050,T
ResAllocation-PT-R003C100,T
ResAllocation-PT-R100C002,T
Ring-PT-none,F
RobotManipulation-PT-00001,F
RobotManipulation-PT-00002,F
RobotManipulation-PT-00005,F
RobotManipulation-PT-00010,F
RobotManipulation-PT-00020,F
RobotManipulation-PT-00050,F
RobotManipulation-PT-00100,F
RobotManipulation-PT-00200,F
RobotManipulation-PT-00500,F
RobotManipulation-PT-01000,F
RobotManipulation-PT-02000,F
RobotManipulation-PT-05000,F
RobotManipulation-PT-10000,F
RwMutex-PT-r0010w0010,F
RwMutex-PT-r0100w0010,F
RwMutex-PT-r0500w0010,F
RwMutex-PT-r1000w0010,F
RwMutex-PT-r2000w0010,F
SafeBus-COL-03,F
SafeBus-PT-03,F
SharedMemory-COL-000005,F
SharedMemory-PT-000005,F
SharedMemory-PT-000100,F
SimpleLoadBal-COL-02,F
SimpleLoadBal-PT-02,F
SmallOperatingSystem-PT-MT0016DC0008,F
SmallOperatingSystem-PT-MT2048DC0512,F
SmallOperatingSystem-PT-MT2048DC1024,F
SmallOperatingSystem-PT-MT4096DC1024,F
SmallOperatingSystem-PT-MT4096DC2048,F
SmallOperatingSystem-PT-MT8192DC2048,F
SmallOperatingSystem-PT-MT8192DC4096,F
Solitaire-PT-EngCT7x7,T
Solitaire-PT-EngNC7x7,T
Solitaire-PT-FrnCT7x7,T
Solitaire-PT-FrnNC7x7,T
Solitaire-PT-SqrCT5x5,T
Solitaire-PT-SqrNC5x5,T
SquareGrid-PT-020102,T
SquareGrid-PT-040204,T
SquareGrid-PT-080408,T
SquareGrid-PT-100510,T
SquareGrid-PT-130613,T
SwimmingPool-PT-01,F
SwimmingPool-PT-08,F
SwimmingPool-PT-09,F
SwimmingPool-PT-10,F
TCPcondis-PT-05,F
TokenRing-COL-005,F
TokenRing-PT-005,F
TriangularGrid-PT-1200,F
TriangularGrid-PT-4022,T
TriangularGrid-PT-5020,T
TriangularGrid-PT-5046,T
UtahNoC-PT-none,F
Vasy2003-PT-none,F
